Protein	Gene	Cluster	Complex	Detected_WT	Detected_M	Abundance_Change_WT	Abundance_Change_M	LiP_Change_WT	LiP_Change_M	FiLiP_Change_WT	FiLiP_Change_M	high_confidence_FiLiP_WT	high_confidence_FiLiP_M	Gcn5_target	SAGA_transcript
P47035	NET1	27	RENT complex|1|3	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
Q00684	CDC14	27	RENT complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40005	GIM4	314	Prefoldin co-chaperone complex|4|6	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P46988	PFD1	314	Prefoldin co-chaperone complex|4|6	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P48363	PAC10	314	Prefoldin co-chaperone complex|4|6	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P52553	YKE2	314	Prefoldin co-chaperone complex|4|6	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P53900	GIM3	314	Prefoldin co-chaperone complex|4|6	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Q04493	GIM5	314	Prefoldin co-chaperone complex|4|6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P25342	CDC10	120	Gin4 serine/threonine kinase complex|2|8;Septin complex|1|5	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32457	CDC3	120	Gin4 serine/threonine kinase complex|2|8;Septin complex|1|5	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
P32458	CDC11	120	Gin4 serine/threonine kinase complex|2|8;Septin complex|1|5	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32468	CDC12	120	Gin4 serine/threonine kinase complex|2|8;Septin complex|1|5	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q07657	SHS1	120	Gin4 serine/threonine kinase complex|2|8;Septin complex|1|5	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P06704	CDC31	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P46674	SAC3	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q08231	THP1	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P14164	ABF1	21	Nucleotide excision repair factor 4 complex|1|3	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P25293	NAP1	120	Gin4 serine/threonine kinase complex|2|8;Septin complex|1|5	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P53890	BNI5	120	Gin4 serine/threonine kinase complex|2|8;Septin complex|1|5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12263	GIN4	120	Gin4 serine/threonine kinase complex|2|8;Septin complex|1|5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P36122	BCH2	207	Exomer complex|1|5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40955	CHS6	207	Exomer complex|1|5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q05029	BCH1	207	Exomer complex|1|5	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q08754	BUD7	207	Exomer complex|1|5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q12114	CHS5	207	Exomer complex|1|5	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P38351	PAF1	316	PAF1 complex|2|5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38439	LEO1	316	PAF1 complex|2|5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53064	RTF1	316	PAF1 complex|2|5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P89105	CTR9	316	PAF1 complex|2|5	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q06697	CDC73	316	PAF1 complex|2|5	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
O13539	THP2	210	TREX complex|2|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P17629	HPR1	210	TREX complex|2|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P33441	MFT1	210	TREX complex|2|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53552	THO2	210	TREX complex|2|7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53851	TEX1	210	TREX complex|2|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q07478	SUB2	210	TREX complex|2|7	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
Q12159	YRA1	210	TREX complex|2|7	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P33328	SNC2	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03322	TLG1	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04338	VTI1	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q08144	TLG2	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P31109	SNC1	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32912	VAM7	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P36015	YKT6	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12241	VAM3	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12255	NYV1	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P31377	SYN8	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32854	PEP12	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32867	SSO1	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40357	SEC9	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04359	SPO20	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39926	SSO2	25	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P34218	SAS3	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P47128	EAF6	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q08465	YNG1	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q12311	NTO1	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P06701	SIR3	27	RENT complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P11978	SIR4	27	RENT complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P06780	RHO1	53	1,3-beta-D-glucan synthase complex, FKS1-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS2-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS3-RHO1 variant|1|2	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
P38631	FKS1	53	1,3-beta-D-glucan synthase complex, FKS1-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS2-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS3-RHO1 variant|1|2	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40989	GSC2	53	1,3-beta-D-glucan synthase complex, FKS1-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS2-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS3-RHO1 variant|1|2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P25638	TAH1	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38768	PIH1	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32897	TIM23	3	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|3|9;TIM23 mitochondrial inner membrane pre-sequence translocase complex, sort variant|1|5;COX1 pre-assembly complex|1|4;Endonuclease SceI|1|1	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39515	TIM17	3	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|3|9;TIM23 mitochondrial inner membrane pre-sequence translocase complex, sort variant|1|5;COX1 pre-assembly complex|1|4;Endonuclease SceI|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P53220	TIM21	3	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|3|9;TIM23 mitochondrial inner membrane pre-sequence translocase complex, sort variant|1|5;COX1 pre-assembly complex|1|4;Endonuclease SceI|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q02776	TIM50	3	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|3|9;TIM23 mitochondrial inner membrane pre-sequence translocase complex, sort variant|1|5;COX1 pre-assembly complex|1|4;Endonuclease SceI|1|1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Q02889	MGR2	3	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|3|9;TIM23 mitochondrial inner membrane pre-sequence translocase complex, sort variant|1|5;COX1 pre-assembly complex|1|4;Endonuclease SceI|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P36147	PAM17	3	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|3|9;TIM23 mitochondrial inner membrane pre-sequence translocase complex, sort variant|1|5;COX1 pre-assembly complex|1|4;Endonuclease SceI|1|1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38523	MGE1	3	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|3|9;TIM23 mitochondrial inner membrane pre-sequence translocase complex, sort variant|1|5;COX1 pre-assembly complex|1|4;Endonuclease SceI|1|1	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
P42949	PAM16	3	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|3|9;TIM23 mitochondrial inner membrane pre-sequence translocase complex, sort variant|1|5;COX1 pre-assembly complex|1|4;Endonuclease SceI|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q01852	TIM44	3	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|3|9;TIM23 mitochondrial inner membrane pre-sequence translocase complex, sort variant|1|5;COX1 pre-assembly complex|1|4;Endonuclease SceI|1|1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q07914	PAM18	3	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|3|9;TIM23 mitochondrial inner membrane pre-sequence translocase complex, sort variant|1|5;COX1 pre-assembly complex|1|4;Endonuclease SceI|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P06103	PRT1	212	Eukaryotic translation initiation factor 3 core complex|4|5	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32497	NIP1	212	Eukaryotic translation initiation factor 3 core complex|4|5	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
P38249	RPG1	212	Eukaryotic translation initiation factor 3 core complex|4|5	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
P40217	TIF34	212	Eukaryotic translation initiation factor 3 core complex|4|5	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
Q04067	TIF35	212	Eukaryotic translation initiation factor 3 core complex|4|5	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P53861	ELA1	21	Nucleotide excision repair factor 4 complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q12432	EAF3	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P31539	HSP104	282	GET4-GET5 transmembrane domain recognition complex|3|5	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
P38276	YBR137W	282	GET4-GET5 transmembrane domain recognition complex|3|5	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q12118	SGT2	282	GET4-GET5 transmembrane domain recognition complex|3|5	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
Q12125	GET4	282	GET4-GET5 transmembrane domain recognition complex|3|5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12285	MDY2	282	GET4-GET5 transmembrane domain recognition complex|3|5	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P36118	NTR2	22	Small ribosomal subunit processome, variant 1|8|47;Small ribosomal subunit processome, variant 2|8|47;Small ribosomal subunit processome, variant 3|8|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06411	SPP382	22	Small ribosomal subunit processome, variant 1|8|47;Small ribosomal subunit processome, variant 2|8|47;Small ribosomal subunit processome, variant 3|8|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P25632	RSC6	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32597	STH1	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32832	NPL6	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38210	LDB7	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38781	RSC30	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P43609	RSC8	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
Q02206	RSC4	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Q03124	RSC9	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q06168	SFH1	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06488	RSC2	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06639	RSC3	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q07979	RSC58	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q9URQ5	HTL1	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53236	RSC1	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P25298	RNA14	329	mRNA cleavage factor complex CF I|1|9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P25299	RNA15	329	mRNA cleavage factor complex CF I|1|9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39081	PCF11	329	mRNA cleavage factor complex CF I|1|9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q08685	CLP1	329	mRNA cleavage factor complex CF I|1|9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q99383	HRP1	329	mRNA cleavage factor complex CF I|1|9	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P32504	CBF2	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P35203	CTF13	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P40969	CEP3	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
